t  net  edges  BIC
8  50  436  236172.40195518
8  51  440  236210.080740449
8  52  435  236290.246556294
8  53  435  236190.443144751
8  54  432  236166.824518168
8  55  437  236259.830894617
8  56  432  236231.522116375
8  57  432  236245.935323534
8  58  432  236222.472652873
8  59  440  236202.725625208
8  60  431  236212.539439852
8  61  434  236192.279655841
8  62  431  236250.188579314
8  63  433  236184.732999539
8  64  432  236195.233593376
8  65  434  236157.21790647
8  66  438  236181.357562325
8  67  438  236158.701593333
8  68  428  236181.190914162
8  69  434  236249.026819629
8  70  437  236276.214901992
8  71  433  236194.943386947
8  72  431  236152.242213565
8  73  430  236205.544562913
8  74  431  236215.838278448
8  75  433  236221.248268088
8  76  430  236172.187515758
8  77  430  236217.706199848
8  78  435  236262.64630594
8  79  433  236277.055482844
8  80  438  236241.768704438
8  81  427  236205.215377131
8  82  435  236201.249598871
8  83  433  236252.579461245
8  84  431  236225.107090539
8  85  432  236189.986012957
8  86  436  236237.799593339
8  87  432  236246.143331393
8  88  433  236171.316073552
8  89  433  236283.097087548
8  90  436  236164.833061041
8  91  432  236195.334430989
8  92  436  236193.784493443
8  93  437  236182.393493448
8  94  430  236197.309638733
8  95  435  236188.142398053
8  96  434  236177.538175689
8  97  432  236254.384842312
8  98  436  236205.875724985
8  99  436  236215.344664801
8  100  431  236202.4965002
8  101  433  236204.757677259
8  102  432  236235.838868052
8  103  435  236204.570627459
8  104  436  236155.070913782
8  105  433  236226.509446289
8  106  429  236197.655267845
8  107  434  236201.403665798
8  108  437  236190.518889335
8  109  433  236277.283286665
8  110  434  236199.158793817
8  111  431  236324.752736867
8  112  439  236229.301721758
8  113  435  236198.728336087
8  114  434  236172.252577256
8  115  430  236186.916661707
8  116  436  236206.629228552
8  117  431  236240.585696147
8  118  433  236227.662115622
8  119  436  236197.108382093
8  120  428  236183.349664026
8  121  433  236173.521933353
8  122  430  236209.574021083
8  123  441  236259.041056388
8  124  429  236218.792932263
8  125  433  236190.817704741
8  126  436  236228.147070746
8  127  434  236265.391397116
9  0  433  236216.321545938
9  1  435  236250.905282491
9  2  438  236212.170482478
9  3  435  236210.731210082
9  4  437  236193.659254386
9  5  431  236216.488595729
9  6  431  236230.077931304
9  7  438  236245.322554755
9  8  433  236166.318748354
9  9  434  236171.560757176
9  10  434  236193.802298691
9  11  431  236207.916369625
9  12  435  236208.429779194
9  13  438  236231.366826319
9  14  433  236193.847404598
9  15  439  236222.397231023
9  16  433  236204.84257769
9  17  435  236197.581368701
9  18  433  236209.078301765
9  19  436  236181.459264031
9  20  429  236236.427779194
9  21  425  236213.177806702
9  22  433  236216.151079567
9  23  431  236235.020477031
9  24  434  236315.250020821
9  25  427  236185.250552477
9  26  440  236231.921068125
9  27  432  236218.121194486
9  28  434  236185.891384522
9  29  435  236246.37202143
9  30  437  236259.470353964
9  31  432  236217.738517178
9  32  435  236203.007160461
9  33  433  236170.003205207
9  34  433  236220.992503633
9  35  436  236209.056904543
9  36  433  236163.838559156
9  37  435  236230.615571369
9  38  435  236216.830023587
9  39  427  236170.149654344
9  40  433  236232.644214206
9  41  431  236209.585795782
9  42  434  236200.627092384
9  43  439  236203.460888502
9  44  429  236268.53049475
9  45  432  236165.894846402
9  46  429  236242.314244642
9  47  433  236266.357448467
9  48  436  236197.051478681
9  49  431  236204.52311339
9  50  436  236180.587007147
9  51  436  236214.454594855
9  52  434  236287.789530723
9  53  436  236196.129625714
9  54  431  236171.6775727
9  55  438  236264.12738721
9  56  435  236201.12445096
9  57  430  236230.53670058
9  58  431  236257.344293259
9  59  439  236187.007814448
9  60  431  236204.728915544
9  61  430  236186.209979316
9  62  430  236257.268720878
9  63  432  236176.894337904
9  64  431  236177.447827849
9  65  431  236146.709342295
9  66  439  236188.471256736
9  67  437  236178.310112474
9  68  428  236178.184431857
9  69  433  236240.012588788
9  70  436  236276.708634092
9  71  429  236189.384654997
9  72  433  236153.713822073
9  73  427  236194.815877918
9  74  433  236203.758119341
9  75  432  236236.369961269
9  76  432  236193.457809687
9  77  430  236217.643161264
9  78  437  236252.41547757
9  79  434  236259.413162793
9  80  433  236227.821095634
9  81  427  236205.333259221
9  82  437  236195.175804899
9  83  435  236234.429193428
9  84  432  236233.737389459
9  85  434  236201.016471924
9  86  433  236270.446169791
9  87  427  236241.130281206
9  88  432  236158.229590732
9  89  433  236264.140062992
9  90  434  236171.909645811
9  91  435  236199.709782351
9  92  437  236213.989268333
9  93  436  236179.177277106
9  94  429  236200.614823376
9  95  434  236197.108333664
9  96  432  236182.041934571
9  97  432  236258.128247963
9  98  437  236224.414607102
9  99  436  236223.264771103
9  100  433  236204.25505651
9  101  429  236201.566086824
9  102  432  236229.341371157
9  103  435  236232.370751443
9  104  436  236145.522924641
9  105  434  236213.001835205
9  106  429  236214.257123636
9  107  433  236210.795169469
9  108  436  236190.224573137
9  109  433  236271.940764637
9  110  434  236213.12428742
9  111  433  236283.324954421
9  112  434  236216.783880248
9  113  436  236191.042492084
9  114  434  236163.621690428
9  115  433  236189.374681424
9  116  437  236205.606474293
9  117  433  236241.14155819
9  118  434  236238.462106361
9  119  438  236200.634901029
9  120  429  236190.246546207
9  121  429  236181.33712353
9  122  435  236207.274213055
9  123  441  236252.263927357
9  124  431  236230.207810483
9  125  432  236169.190578104
9  126  433  236230.598410398
9  127  433  236278.234177832
10  0  434  236217.961041872
10  1  434  236268.742852577
10  2  436  236210.590580337
10  3  439  236214.514259205
10  4  437  236205.222659597
10  5  435  236207.478879292
10  6  436  236230.535097457
10  7  437  236241.696844663
10  8  434  236175.525019625
10  9  431  236160.723774925
10  10  435  236181.514248694
10  11  433  236178.711056101
10  12  433  236203.178472958
10  13  436  236237.02046176
10  14  434  236194.961693919
10  15  440  236219.587194319
10  16  434  236224.37859439
10  17  431  236190.985310244
10  18  428  236199.520006685
10  19  434  236180.064112032
10  20  427  236222.080285134
10  21  432  236218.447503957
10  22  430  236214.679485562
10  23  429  236235.649570837
10  24  431  236312.056542301
10  25  429  236187.999182889
10  26  439  236226.497271533
10  27  430  236221.427385031
10  28  434  236195.024247724
10  29  436  236244.293290183
10  30  435  236248.79839726
10  31  432  236228.890797637
10  32  433  236204.018923276
10  33  435  236164.215943169
10  34  429  236201.492959898
10  35  431  236222.408364046
10  36  434  236172.563607464
10  37  434  236225.853174599
10  38  435  236208.61330735
10  39  427  236184.57463971
10  40  435  236240.461019931
10  41  430  236211.714288669
10  42  433  236174.42349666
10  43  439  236206.999500125
10  44  431  236257.71459708
10  45  433  236168.685119787
10  46  433  236240.214835721
10  47  434  236278.743281526
10  48  436  236208.449773594
10  49  433  236202.983765534
10  50  434  236161.382093951
10  51  437  236212.551138595
10  52  434  236288.048565721
10  53  432  236182.466435054
10  54  431  236170.566382829
10  55  439  236249.826492148
10  56  435  236199.259890558
10  57  430  236219.362371794
10  58  434  236248.264961365
10  59  438  236179.321995556
10  60  430  236211.888922345
10  61  432  236191.739679061
10  62  430  236271.035264743
10  63  433  236176.353143037
10  64  432  236191.798411588
10  65  433  236159.958199749
10  66  438  236193.931618807
10  67  436  236186.931105742
10  68  429  236165.987782772
10  69  434  236245.301602253
10  70  435  236271.393459862
10  71  432  236205.143043294
10  72  432  236163.52331283
10  73  428  236213.127869875
10  74  432  236203.243754258
10  75  435  236214.720888001
10  76  431  236182.717419833
10  77  433  236215.605508718
10  78  437  236247.587771474
10  79  429  236267.14740086
10  80  436  236228.460848493
10  81  428  236205.156396216
10  82  439  236186.803256768
10  83  434  236216.983804992
10  84  429  236228.499981224
10  85  437  236206.331297655
10  86  432  236248.814567692
10  87  435  236235.327663747
10  88  437  236168.857534489
10  89  431  236267.954311448
10  90  434  236193.108384344
10  91  432  236191.72267192
10  92  436  236205.796867362
10  93  436  236173.665522266
10  94  430  236213.097873669
10  95  434  236186.238425774
10  96  435  236191.579756106
10  97  431  236241.852288531
10  98  431  236223.696639228
10  99  435  236209.835179184
10  100  433  236191.79095279
10  101  433  236190.590439048
10  102  432  236222.519521131
10  103  436  236217.895254144
10  104  439  236161.482234921
10  105  434  236221.0106489
10  106  429  236215.671356934
10  107  434  236209.386789592
10  108  433  236178.287634046
10  109  437  236267.767287374
10  110  435  236207.517834666
10  111  430  236289.221509802
10  112  441  236243.588930491
10  113  435  236180.047507023
10  114  435  236167.266298809
10  115  434  236184.215443624
10  116  439  236224.135812624
10  117  435  236235.701992499
10  118  432  236246.464587336
10  119  437  236210.16449053
10  120  431  236187.791376513
10  121  436  236195.446937238
10  122  436  236214.237138922
10  123  439  236242.762062681
10  124  432  236223.983901015
10  125  432  236199.766696331
10  126  433  236230.563509549
10  127  433  236258.116452574
11  0  434  236206.023342403
11  1  436  236272.997941934
11  2  434  236207.5029766
11  3  434  236194.030138585
11  4  442  236202.413085925
11  5  435  236209.588968976
11  6  433  236231.978910738
11  7  441  236239.874737279
11  8  435  236161.897219584
11  9  431  236170.705824622
11  10  437  236177.091325306
11  11  433  236180.212267374
11  12  435  236197.776864619
11  13  433  236231.04152713
11  14  435  236207.672139197
11  15  437  236207.964827433
11  16  433  236218.780004552
11  17  430  236193.801743144
11  18  429  236181.3208302
11  19  434  236182.052786566
11  20  430  236235.056351152
11  21  430  236231.56709673
11  22  432  236220.478011967
11  23  431  236203.476291509
11  24  436  236308.725607931
11  25  431  236193.198742974
11  26  436  236234.663156054
11  27  431  236210.622553426
11  28  436  236195.377470705
11  29  436  236249.258779816
11  30  431  236233.47818492
11  31  434  236229.006211594
11  32  435  236211.666845117
11  33  435  236188.446669229
11  34  428  236189.649757424
11  35  433  236226.116902481
11  36  432  236161.480453743
11  37  435  236210.311539357
11  38  434  236205.082727741
11  39  429  236181.546690406
11  40  435  236212.003861222
11  41  434  236217.822229599
11  42  433  236175.569918665
11  43  438  236223.237630586
11  44  429  236253.132382355
11  45  431  236176.330576156
11  46  431  236221.262613733
11  47  435  236288.842469314
11  48  436  236212.2029194
11  49  429  236205.164847731
11  50  433  236173.555063839
11  51  440  236215.880981585
11  52  431  236293.197431886
11  53  433  236190.356862912
11  54  433  236177.487856184
11  55  439  236250.167514074
11  56  435  236193.845350388
11  57  434  236221.986770172
11  58  433  236242.135364995
11  59  436  236176.046433195
11  60  433  236232.563620855
11  61  431  236198.495991178
11  62  429  236246.602695895
11  63  432  236174.503592026
11  64  432  236184.967997948
11  65  434  236177.398973171
11  66  439  236184.514602166
11  67  436  236184.940797881
11  68  431  236149.619990904
11  69  431  236227.404867228
11  70  434  236275.25007048
11  71  429  236214.815620224
11  72  437  236166.483478507
11  73  429  236232.677187868
11  74  431  236188.067176234
11  75  436  236221.780344688
11  76  433  236191.199452722
11  77  430  236205.688687609
11  78  435  236259.615651979
11  79  434  236271.770639672
11  80  436  236226.102720424
11  81  430  236216.901489118
11  82  435  236178.300878967
11  83  433  236217.95025236
11  84  430  236211.258107507
11  85  436  236196.369995194
11  86  435  236243.878209981
11  87  431  236237.887002215
11  88  435  236160.555000147
11  89  430  236243.278116595
11  90  436  236191.140334703
11  91  428  236203.574518339
11  92  438  236177.45005605
11  93  437  236178.946744858
11  94  432  236206.282574154
11  95  433  236185.383566389
11  96  433  236185.838659402
11  97  432  236239.846076493
11  98  432  236218.949494667
11  99  437  236211.37326921
11  100  432  236172.354739749
11  101  434  236189.481948744
11  102  432  236219.241335243
11  103  435  236211.107083269
11  104  439  236176.04495848
11  105  432  236211.702258735
11  106  431  236212.537104225
11  107  435  236213.951522137
11  108  432  236186.4129531
11  109  435  236270.857197935
11  110  436  236212.114457202
11  111  430  236277.261941734
11  112  441  236239.434976621
11  113  433  236190.500924862
11  114  436  236182.283033005
11  115  434  236199.201062984
11  116  436  236222.860803485
11  117  435  236260.148184585
11  118  434  236244.259371294
11  119  435  236202.937508119
11  120  430  236198.157174795
11  121  437  236189.989587167
11  122  437  236215.925314913
11  123  439  236240.140665727
11  124  434  236232.38820235
11  125  432  236195.990195639
11  126  435  236226.844034722
11  127  434  236270.880208165
12  0  435  236205.380675919
12  1  436  236279.520644812
12  2  433  236236.850665542
12  3  432  236209.085667178
12  4  441  236204.186545776
